Sample,Latitude,Longtitude,Type of sample,   SiO2  ,   TiO2  ,   Al2O3 ,Fe2O3,   FeO   ,   MnO   ,   MgO   ,   CaO   ,   Na2O  ,   K2O   ,   P2O5  ,   F     ,   SO3,S,   Cl    ,LOI,CO2,Original total,Ba,Co,Cr,Cs,Li,Ni,Rb,Sr,V,Zr
96025-3,56.5703,161.4656,Coarse ash,65.72,0.86,15.66,,4.19,0.17,1.37,3.23,5.54,2.87,0.27,0,0.03,,0.13,0.07,,100.07,,,,,,,,,,
96025-3,56.5703,161.4656,Coarse ash,63.48,0.95,15.99,,5.14,0.17,1.81,3.75,5.95,2.29,0.39,0.01,0.01,,0.09,0.33,,99.67,,,,,,,,,,
96025-3,56.5703,161.4656,Coarse ash,65.33,0.9,15.71,,4.6,0.11,1.33,3.27,5.41,2.84,0.28,0.11,0.02,,0.15,0.91,,99.09,,,,,,,,,,
96025-2,56.5703,161.4656,Coarse ash,70.94,0.87,14.11,,2.94,0.03,0.57,1.36,5.1,3.8,0.17,0,0.02,,0.13,0.55,,99.45,,,,,,,,,,
96025-2,56.5703,161.4656,Coarse ash,71.03,0.86,13.71,,3.12,0.06,0.59,1.36,5.21,3.76,0.14,0.06,0.02,,0.12,0.87,,99.13,,,,,,,,,,
96025-2,56.5703,161.4656,Coarse ash,65.59,0.83,16.2,,4.01,0.09,1.36,3.16,5.57,2.73,0.27,0.12,0.01,,0.13,0.27,,99.73,,,,,,,,,,
96025-2,56.5703,161.4656,Coarse ash,65.47,0.86,16.14,,4.02,0.07,1.39,3.32,5.63,2.72,0.25,0,0.02,,0.14,0.01,,100.01,,,,,,,,,,
96025-2,56.5703,161.4656,Coarse ash,67.57,0.87,15.4,,3.61,0.08,0.94,2.42,5.58,3.22,0.2,0.05,0,,0.12,0.97,,99.03,,,,,,,,,,
96025-2,56.5703,161.4656,Coarse ash,67.96,0.86,15.5,,3.6,0.01,0.92,1.97,5.51,3.39,0.19,0.02,0,,0.09,0.04,,100.04,,,,,,,,,,
96025-2,56.5703,161.4656,Coarse ash,65.74,0.86,15.93,,4.09,0.09,1.43,3.27,5.47,2.72,0.22,0.16,0,,0.13,1.41,,98.59,,,,,,,,,,
96025-2,56.5703,161.4656,Coarse ash,64.97,0.87,16.36,,4.37,0.08,1.48,3.23,5.61,2.68,0.26,0,0.01,,0.11,0.24,,99.76,,,,,,,,,,
96025-2,56.5703,161.4656,Coarse ash,65.55,0.88,16.04,,4.19,0.06,1.37,3.28,5.5,2.71,0.28,0.02,0.04,,0.11,0,,100,,,,,,,,,,
97057-5,56.6322,161.4608,Coarse ash,62.01,1.03,16.24,,5.48,0.19,2.13,4.29,5.74,2.26,0.42,0.09,0.04,,0.15,1.1,,98.9,,,,,,,,,,
97057-5,56.6322,161.4608,Coarse ash,62.7,1.04,16.19,,5.43,0.1,1.94,4.17,5.63,2.24,0.42,0.05,0.02,,0.1,0.48,,99.52,,,,,,,,,,
97057-5,56.6322,161.4608,Coarse ash,62.54,1.04,16.32,,5.26,0.13,1.99,4.19,5.67,2.27,0.42,0.12,0.01,,0.11,0.12,,99.88,,,,,,,,,,
97057-5,56.6322,161.4608,Coarse ash,62.71,1.08,16.48,,5.25,0.1,1.95,4.16,5.35,2.28,0.46,0.12,0.03,,0.1,1.04,,98.96,,,,,,,,,,
97057-5,56.6322,161.4608,Coarse ash,62.27,1.06,16.26,,5.34,0.18,1.96,4.13,5.86,2.31,0.44,0.06,0.04,,0.14,0.95,,99.05,,,,,,,,,,
97057-5,56.6322,161.4608,Coarse ash,64.47,1.11,15.47,,5.25,0.05,1.53,3.24,5.8,2.64,0.32,0.03,0,,0.12,0.44,,99.56,,,,,,,,,,
97057-5,56.6322,161.4608,Coarse ash,63.41,0.99,15.91,,5.1,0.2,1.47,3.73,5.94,2.58,0.52,0.05,0.02,,0.14,0.56,,100.56,,,,,,,,,,
97057-5,56.6322,161.4608,Coarse ash,64.39,1.18,15.02,,5.41,0.12,1.62,3.35,5.58,2.7,0.47,0.07,0,,0.15,0.05,,99.95,,,,,,,,,,
97057-5,56.6322,161.4608,Coarse ash,64.24,1.13,14.81,,5.54,0.13,1.83,3.44,5.46,2.62,0.6,0.14,0.01,,0.13,0.16,,99.84,,,,,,,,,,
97057-5,56.6322,161.4608,Coarse ash,62.49,1.04,16.19,,5.33,0.15,2,4.42,5.55,2.25,0.39,0.11,0.05,,0.1,0.83,,99.17,,,,,,,,,,
97057-5,56.6322,161.4608,Coarse ash,62.96,1.02,16.53,,4.94,0.08,1.95,4.14,5.43,2.35,0.44,0.11,0.02,,0.1,0.41,,99.59,,,,,,,,,,
97057-6,56.6322,161.4608,Coarse ash,63.47,1.06,16.5,,5,0.1,1.8,3.73,5.31,2.5,0.39,0.08,0.02,,0.11,0.7,,99.3,,,,,,,,,,
97057-6,56.6322,161.4608,Coarse ash,63.84,1.01,16.57,,4.75,0.15,1.63,3.59,5.31,2.58,0.4,0.16,0.02,,0.08,0.44,,99.56,,,,,,,,,,
97057-6,56.6322,161.4608,Coarse ash,62.95,1.05,16.42,,5.26,0.11,1.89,4.02,5.28,2.48,0.39,0.05,0.02,,0.11,0.31,,99.69,,,,,,,,,,
97057-6,56.6322,161.4608,Coarse ash,62.99,1.06,16.18,,5.19,0.12,1.95,4.02,5.41,2.54,0.39,0.04,0.04,,0.12,0.68,,99.32,,,,,,,,,,
97057-6,56.6322,161.4608,Coarse ash,63.31,1.05,16.29,,4.93,0.13,1.86,3.91,5.51,2.57,0.32,0,0.03,,0.13,1.4,,98.6,,,,,,,,,,
97057-6,56.6322,161.4608,Coarse ash,63.12,1.08,16.44,,4.97,0.13,1.82,4,5.35,2.53,0.4,0.07,0.02,,0.13,0.41,,99.59,,,,,,,,,,
97057-6,56.6322,161.4608,Coarse ash,63.28,1.02,16.44,,5.04,0.16,1.83,3.74,5.48,2.51,0.37,0.07,0,,0.11,0.1,,99.9,,,,,,,,,,
97057-6,56.6322,161.4608,Coarse ash,63.56,1.06,16.6,,4.55,0.11,1.76,3.75,5.48,2.55,0.38,0.13,0.04,,0.11,0.52,,99.48,,,,,,,,,,
97057-6,56.6322,161.4608,Coarse ash,63.98,1.01,16.43,,4.7,0.09,1.73,3.59,5.43,2.64,0.3,0.05,0.02,,0.08,0.3,,99.7,,,,,,,,,,
97057-6,56.6322,161.4608,Coarse ash,62.55,1.05,16.35,,5.38,0.09,1.89,4.03,5.65,2.41,0.4,0.1,0.03,,0.12,0.06,,99.94,,,,,,,,,,
97057-6,56.6322,161.4608,Coarse ash,62.85,1.02,16.13,,5.33,0.1,1.88,4.14,5.63,2.42,0.35,0.07,0.02,,0.14,0.91,,99.09,,,,,,,,,,
97057-6,56.6322,161.4608,Coarse ash,63.27,1.04,16.5,,4.98,0.12,1.75,3.73,5.63,2.51,0.38,0,0.02,,0.1,0.08,,99.92,,,,,,,,,,
97057-6,56.6322,161.4608,Coarse ash,63.57,1.05,16.54,,4.81,0.09,1.81,3.6,5.44,2.6,0.39,0,0.03,,0.1,0.47,,99.53,,,,,,,,,,
97057-7,56.6322,161.4608,Cinder lapilli,62.33,1.17,15.4,,6.36,0.06,2.1,4.4,5.39,2.18,0.43,0.1,0.01,,0.15,0.6,,99.4,,,,,,,,,,
97057-7,56.6322,161.4608,Cinder lapilli,62.47,1.17,15.17,,6.51,0.07,2,4.44,5.4,2.17,0.44,0.06,0.02,,0.14,0.78,,99.22,,,,,,,,,,
97057-7,56.6322,161.4608,Cinder lapilli,62.53,1.19,15.03,,6.54,0.16,2.04,4.22,5.5,2.19,0.43,0.04,0.03,,0.15,0.42,,99.58,,,,,,,,,,
97057-7,56.6322,161.4608,Cinder lapilli,62.85,1.12,15.19,,6.66,0.14,2.04,4.33,5.05,2.07,0.46,0,0.01,,0.11,0.09,,100.09,,,,,,,,,,
97057-7,56.6322,161.4608,Cinder lapilli,62.69,1.21,15.48,,6.19,0.15,2.01,4.27,5.27,2.13,0.43,0.09,0,,0.16,0.92,,99.08,,,,,,,,,,
97057-7,56.6322,161.4608,Cinder lapilli,62.43,1.19,15.21,,6.59,0.13,2.05,4.29,5.4,2.11,0.48,0,0,,0.16,0.95,,99.05,,,,,,,,,,
97057-7,56.6322,161.4608,Cinder lapilli,62.47,1.16,15.37,,6.29,0.08,2.04,4.39,5.37,2.18,0.44,0.07,0.03,,0.16,1.39,,98.61,,,,,,,,,,
97057-7,56.6322,161.4608,Cinder lapilli,62.26,1.18,15.13,,6.69,0.16,2.03,4.26,5.53,2.16,0.44,0.04,0.02,,0.15,0.64,,99.36,,,,,,,,,,
97057-7,56.6322,161.4608,Cinder lapilli,62.22,1.16,15.35,,6.57,0.06,2.06,4.53,5.41,2.06,0.41,0.07,0.01,,0.14,0.49,,99.51,,,,,,,,,,
97057-7,56.6322,161.4608,Cinder lapilli,62.19,1.15,15.24,,6.74,0.09,2.03,4.44,5.41,2.1,0.41,0.09,0.02,,0.16,0.11,,99.89,,,,,,,,,,
97057-7,56.6322,161.4608,Cinder lapilli,62.48,1.16,15.36,,6.27,0.21,2.04,4.31,5.5,2.12,0.4,0.05,0,,0.15,0.13,,100.13,,,,,,,,,,
97057-7,56.6322,161.4608,Cinder lapilli,62.27,1.19,15.37,,6.3,0.19,2.09,4.47,5.5,2.05,0.4,0.05,0.02,,0.15,0.7,,99.3,,,,,,,,,,
96025-1,56.5703,161.4656,Cinder lapilli,64.29,0.96,16.24,,4.79,0.12,1.55,3.67,5.46,2.52,0.26,0.03,0.02,,0.13,0.31,,99.69,,,,,,,,,,
96025-1,56.5703,161.4656,Cinder lapilli,65.05,0.97,16.12,,4.13,0.11,1.57,3.34,5.62,2.58,0.32,0.18,0.01,,0.12,0.96,,99.04,,,,,,,,,,
96025-1,56.5703,161.4656,Cinder lapilli,63.29,0.99,16.39,,5.14,0.03,1.77,4.15,5.33,2.41,0.33,0.09,0.03,,0.12,0.64,,99.36,,,,,,,,,,
96025-1,56.5703,161.4656,Cinder lapilli,63.64,0.98,16.54,,4.54,0.14,1.78,3.92,5.52,2.47,0.34,0,0.03,,0.12,0.22,,99.78,,,,,,,,,,
96025-1,56.5703,161.4656,Cinder lapilli,63.26,1.01,16.66,,4.74,0.11,1.84,4.04,5.47,2.37,0.38,0.05,0,,0.09,0.06,,99.94,,,,,,,,,,
96025-1,56.5703,161.4656,Cinder lapilli,63.92,0.99,16.13,,4.73,0.09,1.9,4.17,5.2,2.4,0.33,0.06,0,,0.13,0.42,,99.58,,,,,,,,,,
96025-1,56.5703,161.4656,Cinder lapilli,63.74,0.94,16.12,,4.78,0.15,1.64,4.06,5.69,2.4,0.31,0.02,0.03,,0.16,0.73,,100.73,,,,,,,,,,
96025-1,56.5703,161.4656,Cinder lapilli,65.11,0.92,16.26,,4.25,0.09,1.52,3.72,5.17,2.48,0.31,0.1,0.04,,0.11,0.55,,99.45,,,,,,,,,,
96025-1,56.5703,161.4656,Cinder lapilli,64.33,0.99,15.93,,4.73,0.15,1.67,3.66,5.4,2.68,0.36,0,0,,0.12,0.69,,99.31,,,,,,,,,,
96025-1,56.5703,161.4656,Cinder lapilli,64.04,1.08,15.74,,5.03,0.14,1.73,3.53,5.53,2.62,0.36,0.11,0.02,,0.14,0.22,,100.22,,,,,,,,,,
96025-1,56.5703,161.4656,Cinder lapilli,63.93,0.97,16.03,,4.7,0.13,1.68,3.82,5.73,2.5,0.29,0.1,0.04,,0.14,0.11,,100.01,,,,,,,,,,
96025-1,56.5703,161.4656,Cinder lapilli,63.72,0.98,16.34,,4.35,0.16,1.8,3.87,5.7,2.52,0.35,0.09,0.03,,0.15,0.14,,99.86,,,,,,,,,,
96025-1,56.5703,161.4656,Cinder lapilli,63.56,1.03,16.24,,5.01,0.14,1.73,3.56,5.51,2.68,0.4,0.04,0.01,,0.12,0.04,,100.04,,,,,,,,,,
96025-1,56.5703,161.4656,Cinder lapilli,64.39,1.02,16.14,,4.72,0.07,1.7,3.61,5.14,2.69,0.38,0.08,0.02,,0.11,0,,100.74,,,,,,,,,,
759-5,56.5685,161.471,Cinder lapilli,63.77,1,16.63,,4.74,0.16,1.48,3.62,5.47,2.67,0.27,0.05,0.04,,0.14,1.35,,98.65,,,,,,,,,,
759-5,56.5685,161.471,Cinder lapilli,63.71,0.95,16.35,,5.14,0.1,1.65,3.67,5.19,2.72,0.3,0.05,0.06,,0.16,1.34,,98.66,,,,,,,,,,
759-5,56.5685,161.471,Cinder lapilli,64.12,1,16.2,,4.57,0.18,1.58,3.76,5.41,2.69,0.31,0.06,0.05,,0.14,0.98,,99.02,,,,,,,,,,
759-5,56.5685,161.471,Cinder lapilli,64.05,0.98,16.12,,4.91,0.13,1.66,3.78,5.29,2.67,0.28,0,0.04,,0.12,1.9,,98.1,,,,,,,,,,
759-5,56.5685,161.471,Cinder lapilli,64.15,0.96,16.42,,4.25,0.06,1.65,3.68,5.62,2.75,0.35,0,0,,0.14,2.57,,97.43,,,,,,,,,,
759-5,56.5685,161.471,Cinder lapilli,63.85,0.99,16.11,,4.71,0.03,1.66,3.97,5.5,2.63,0.34,0.06,0.06,,0.16,0.88,,99.12,,,,,,,,,,
759-5,56.5685,161.471,Cinder lapilli,63.85,0.99,16.43,,4.52,0.07,1.62,3.65,5.67,2.68,0.29,0.05,0.08,,0.15,1.39,,98.61,,,,,,,,,,
759-5,56.5685,161.471,Cinder lapilli,64.09,0.97,16.33,,4.38,0.12,1.63,3.74,5.57,2.68,0.29,0.05,0.07,,0.14,1.9,,98.1,,,,,,,,,,
759-5,56.5685,161.471,Cinder lapilli,63.9,0.96,16.27,,4.78,0.1,1.69,3.64,5.5,2.67,0.32,0.07,0.04,,0.14,1.66,,98.34,,,,,,,,,,
759-5,56.5685,161.471,Cinder lapilli,63.73,0.95,16.19,,4.96,0.15,1.71,3.8,5.42,2.61,0.3,0.01,0.06,,0.15,0.65,,99.35,,,,,,,,,,
759-5,56.5685,161.471,Cinder lapilli,63.71,0.96,16.25,,4.76,0.12,1.69,3.84,5.51,2.61,0.37,0,0.06,,0.13,1.18,,98.82,,,,,,,,,,
759-5,56.5685,161.471,Cinder lapilli,63.8,0.99,16.67,,4.43,0.14,1.6,3.65,5.48,2.7,0.31,0.08,0.07,,0.16,1.5,,98.5,,,,,,,,,,
759-5,56.5685,161.471,Cinder lapilli,64.03,0.98,16.19,,4.62,0.11,1.66,3.67,5.61,2.65,0.29,0.04,0.04,,0.16,2.6,,97.4,,,,,,,,,,
759-5,56.5685,161.471,Cinder lapilli,64,0.99,16.06,,4.77,0.11,1.57,3.53,5.67,2.75,0.34,0.09,0.05,,0.13,1.37,,98.63,,,,,,,,,,
K15-12-7,56.33394,160.84517,Coarse ash,76.44,0.09,13.63,,0.94,0.07,0.27,1.51,4.65,2.26,0.04,0.04,0.04,,0.05,3.58,,96.42,,,,,,,,,,
K15-12-7,56.33394,160.84517,Coarse ash,76.08,0.14,14,,0.92,0.03,0.34,1.54,4.55,2.22,0.08,0.07,0.01,,0.05,3.49,,96.51,,,,,,,,,,
K15-12-7,56.33394,160.84517,Coarse ash,76.32,0.11,13.96,,0.94,0.06,0.27,1.55,4.46,2.26,0.02,0,0,,0.06,2.51,,97.49,,,,,,,,,,
K15-12-7,56.33394,160.84517,Coarse ash,76.53,0.1,13.72,,0.99,0.05,0.24,1.52,4.51,2.23,0.06,0.01,0,,0.05,4.52,,95.48,,,,,,,,,,
K15-12-7,56.33394,160.84517,Coarse ash,75.94,0.11,13.98,,0.94,0.04,0.31,1.49,4.83,2.26,0.03,0.02,0.04,,0.04,3.11,,96.89,,,,,,,,,,
K15-12-7,56.33394,160.84517,Coarse ash,75.87,0.12,14.05,,1.03,0.08,0.32,1.56,4.58,2.22,0.04,0.03,0.03,,0.09,3.86,,96.14,,,,,,,,,,
K15-12-7,56.33394,160.84517,Coarse ash,75.9,0.07,14.34,,0.75,0.1,0.32,1.61,4.61,2.22,0.03,0,0,,0.05,5.02,,94.98,,,,,,,,,,
K15-12-7,56.33394,160.84517,Coarse ash,76.85,0.14,13.75,,0.71,0,0.27,1.49,4.54,2.2,0,0,0.02,,0.04,3.84,,96.16,,,,,,,,,,
K15-12-7,56.33394,160.84517,Coarse ash,76.72,0.08,13.86,,0.74,0.05,0.28,1.49,4.52,2.14,0.08,0.03,0,,0.04,4.82,,95.18,,,,,,,,,,
K15-12-7,56.33394,160.84517,Coarse ash,76.31,0.08,13.97,,0.84,0.01,0.29,1.48,4.55,2.34,0.06,0.06,0,,0.04,5.89,,94.11,,,,,,,,,,
K15-12-7,56.33394,160.84517,Coarse ash,76.28,0.12,13.94,,1.04,0,0.32,1.56,4.29,2.24,0.09,0.06,0.04,,0.05,4.89,,95.11,,,,,,,,,,
K15-12-7,56.33394,160.84517,Coarse ash,76.36,0.11,13.95,,0.84,0.07,0.29,1.55,4.46,2.22,0.05,0.11,0,,0.05,4.16,,95.84,,,,,,,,,,
K15-12-7,56.33394,160.84517,Coarse ash,76.92,0.12,13.53,,0.81,0,0.27,1.43,4.6,2.26,0.02,0,0.01,,0.03,3.78,,96.22,,,,,,,,,,
K15-12-7,56.33394,160.84517,Coarse ash,76.29,0.13,13.86,,0.92,0,0.3,1.54,4.59,2.25,0.07,0.03,0,,0.06,4.91,,95.09,,,,,,,,,,
K15-12-7,56.33394,160.84517,Coarse ash,76.09,0.14,13.77,,0.93,0.09,0.29,1.59,4.72,2.22,0.05,0.06,0.04,,0.05,5.59,,94.41,,,,,,,,,,
K15-12-7,56.33394,160.84517,Coarse ash,76.82,0.14,13.59,,0.94,0.03,0.24,1.44,4.58,2.17,0.03,0,0,,0.04,4.25,,95.75,,,,,,,,,,
K15-12-7,56.33394,160.84517,Coarse ash,76.96,0.11,13.65,,0.7,0.01,0.22,1.45,4.59,2.17,0.08,0.05,0.01,,0.02,3.95,,96.05,,,,,,,,,,
K15-12-7,56.33394,160.84517,Coarse ash,76.27,0.13,14.01,,0.95,0.05,0.32,1.51,4.43,2.24,0.02,0.01,0.04,,0.05,2.69,,97.31,,,,,,,,,,
K15-12-7,56.33394,160.84517,Coarse ash,76.37,0.11,13.85,,0.95,0.03,0.31,1.53,4.43,2.25,0.09,0.01,0.03,,0.05,3.33,,96.67,,,,,,,,,,
K15-12-7,56.33394,160.84517,Coarse ash,75.72,0.11,14.28,,1.06,0.04,0.36,1.6,4.45,2.23,0.05,0.05,0.01,,0.06,7.38,,92.62,,,,,,,,,,
K15-12-7,56.33394,160.84517,Coarse ash,75.78,0.11,14.16,,0.95,0.09,0.27,1.59,4.7,2.25,0.03,0,0.04,,0.03,5.22,,94.78,,,,,,,,,,
K15-12-7,56.33394,160.84517,Coarse ash,76.23,0.11,14.01,,0.87,0.09,0.31,1.53,4.57,2.2,0.03,0,0,,0.05,4.05,,95.95,,,,,,,,,,
K15-10-7,56.36835,160.93828,Pumice lapilli and coarse salt-and-pepper ash,75.89,0.14,13.97,,0.79,0.02,0.28,1.37,4.89,2.52,0.05,0,0.03,,0.07,6.05,,93.95,,,,,,,,,,
K15-10-7,56.36835,160.93828,Pumice lapilli and coarse salt-and-pepper ash,76.22,0.12,14.04,,0.69,0,0.3,1.13,4.78,2.65,0.03,0,0.01,,0.05,7.06,,92.94,,,,,,,,,,
K15-10-7,56.36835,160.93828,Pumice lapilli and coarse salt-and-pepper ash,75.22,0.11,14.65,,1.06,0.01,0.24,1.51,4.59,2.5,0.04,0,0.02,,0.06,1.79,,98.21,,,,,,,,,,
K15-10-7,56.36835,160.93828,Pumice lapilli and coarse salt-and-pepper ash,75.89,0.08,14.08,,0.85,0,0.19,1.43,4.89,2.5,0.03,0,0.01,,0.07,7.82,,92.18,,,,,,,,,,
K15-10-7,56.36835,160.93828,Pumice lapilli and coarse salt-and-pepper ash,75.59,0.11,14.24,,0.84,0.09,0.28,1.43,4.91,2.39,0.07,0,0,,0.06,7.28,,92.72,,,,,,,,,,
K15-9-5a,56.38029,160.92616,Medium to fine ash,77.09,0.11,13.26,,1,0.05,0.25,1.41,4.28,2.47,0.03,0,0,,0.07,5.62,,94.38,,,,,,,,,,
K15-9-5a,56.38029,160.92616,Medium to fine ash,76.52,0.12,13.53,,0.97,0.1,0.27,1.41,4.5,2.46,0.04,0.02,0.01,,0.08,4.16,,95.84,,,,,,,,,,
K15-9-5a,56.38029,160.92616,Medium to fine ash,76.47,0.14,13.69,,0.87,0,0.32,1.51,4.46,2.41,0.03,0,0.05,,0.07,5.38,,94.62,,,,,,,,,,
K15-9-5a,56.38029,160.92616,Medium to fine ash,76.28,0.14,13.78,,0.95,0.07,0.28,1.52,4.41,2.45,0.06,0,0,,0.07,6.21,,93.79,,,,,,,,,,
K15-9-5a,56.38029,160.92616,Medium to fine ash,76.71,0.15,13.34,,0.88,0.04,0.29,1.48,4.61,2.39,0.03,0.04,0.02,,0.06,4.65,,95.35,,,,,,,,,,
K15-9-5a,56.38029,160.92616,Medium to fine ash,76.76,0.11,13.39,,0.89,0.03,0.28,1.48,4.47,2.44,0.07,0,0.03,,0.06,5.83,,94.17,,,,,,,,,,
K15-9-5a,56.38029,160.92616,Medium to fine ash,76.76,0.17,13.42,,0.87,0.02,0.27,1.47,4.51,2.33,0.04,0.12,0.02,,0.07,4.9,,95.1,,,,,,,,,,
K15-9-5a,56.38029,160.92616,Medium to fine ash,76.9,0.15,13.34,,0.85,0.06,0.28,1.51,4.43,2.32,0.05,0.02,0.05,,0.06,5.16,,94.84,,,,,,,,,,
K15-9-5a,56.38029,160.92616,Medium to fine ash,76.39,0.13,13.71,,1.04,0.02,0.24,1.53,4.43,2.39,0.02,0.08,0.01,,0.07,4.61,,95.39,,,,,,,,,,
K15-9-5a,56.38029,160.92616,Medium to fine ash,76.51,0.11,13.69,,0.83,0,0.32,1.55,4.36,2.41,0.07,0.09,0.04,,0.07,5.52,,94.48,,,,,,,,,,
K15-9-5a,56.38029,160.92616,Medium to fine ash,76.14,0.14,13.82,,1.04,0.04,0.3,1.49,4.5,2.4,0.04,0,0.05,,0.06,4.59,,95.41,,,,,,,,,,
K15-9-5a,56.38029,160.92616,Medium to fine ash,77.17,0.11,13.3,,0.78,0.03,0.22,1.37,4.43,2.52,0,0.01,0,,0.08,5.89,,94.11,,,,,,,,,,
K15-9-5a,56.38029,160.92616,Medium to fine ash,76.6,0.13,13.57,,0.91,0.06,0.26,1.56,4.3,2.49,0.02,0.02,0.04,,0.06,7.08,,92.92,,,,,,,,,,
K15-9-5a,56.38029,160.92616,Medium to fine ash,77.1,0.12,13.27,,0.9,0.02,0.25,1.4,4.36,2.48,0.04,0,0.02,,0.07,4.04,,95.96,,,,,,,,,,
K15-9-5a,56.38029,160.92616,Medium to fine ash,78.44,0.15,12.51,,0.75,0.07,0.22,0.97,4.08,2.69,0.05,0.02,0.01,,0.06,4.47,,95.53,,,,,,,,,,
K15-9-5a,56.38029,160.92616,Medium to fine ash,77.9,0.13,12.58,,0.88,0.06,0.24,1.12,4.28,2.7,0.05,0.03,0,,0.05,4.71,,95.29,,,,,,,,,,
K15-9-5a,56.38029,160.92616,Medium to fine ash,76.59,0.1,13.35,,0.84,0.04,0.24,1.5,4.78,2.46,0.03,0,0.04,,0.05,5.68,,94.32,,,,,,,,,,
K15-9-5a,56.38029,160.92616,Medium to fine ash,77.13,0.13,13.41,,0.9,0,0.26,1.42,4.29,2.32,0.03,0,0.04,,0.07,4.49,,95.51,,,,,,,,,,
K15-9-5b,56.38029,160.92616,Pumice lapilli,78.66,0.16,12.35,,0.65,0,0.17,1.02,4.14,2.66,0.06,0.06,0.03,,0.08,5.09,,94.91,,,,,,,,,,
K15-9-5b,56.38029,160.92616,Pumice lapilli,77.31,0.15,13.29,,0.95,0.05,0.27,1.18,4.07,2.61,0.06,0,0.02,,0.04,4.85,,95.15,,,,,,,,,,
K15-9-5b,56.38029,160.92616,Pumice lapilli,76.67,0.17,13.58,,1.06,0,0.27,1.35,4.24,2.5,0.06,0.02,0.04,,0.07,4.63,,95.37,,,,,,,,,,
K15-9-5b,56.38029,160.92616,Pumice lapilli,76.74,0.13,13.61,,0.95,0.11,0.29,1.34,4.31,2.42,0.01,0.04,0.01,,0.07,5.94,,94.06,,,,,,,,,,
K15-9-5b,56.38029,160.92616,Pumice lapilli,75.51,0.25,14.2,,1.08,0.02,0.3,1.44,4.54,2.55,0.04,0.06,0,,0.05,4.31,,95.69,,,,,,,,,,
K15-9-5b,56.38029,160.92616,Pumice lapilli,76.62,0.17,13.53,,1.05,0.03,0.28,1.31,4.4,2.49,0.04,0,0.03,,0.06,4.87,,95.13,,,,,,,,,,
K15-9-5b,56.38029,160.92616,Pumice lapilli,76.82,0.16,13.43,,0.89,0.1,0.28,1.35,4.28,2.52,0.05,0,0.07,,0.06,5.25,,94.75,,,,,,,,,,
K15-9-5b,56.38029,160.92616,Pumice lapilli,78.3,0.13,12.74,,0.65,0.02,0.22,1.03,4.08,2.71,0.03,0.06,0.02,,0.06,5.54,,94.46,,,,,,,,,,
K15-9-5b,56.38029,160.92616,Pumice lapilli,78.38,0.15,12.84,,0.66,0,0.21,1.01,3.93,2.7,0.04,0.02,0,,0.06,4.95,,95.05,,,,,,,,,,
K15-9-5b,56.38029,160.92616,Pumice lapilli,78.45,0.17,12.57,,0.72,0.05,0.19,0.95,4.14,2.61,0.05,0.07,0,,0.07,4.64,,95.36,,,,,,,,,,
K15-9-5b,56.38029,160.92616,Pumice lapilli,77.46,0.15,13.18,,0.86,0.03,0.23,1.23,4.11,2.64,0.04,0,0,,0.07,4.91,,95.09,,,,,,,,,,
K15-9-5b,56.38029,160.92616,Pumice lapilli,77.26,0.14,13.06,,0.97,0,0.27,1.29,4.41,2.49,0.04,0.01,0.02,,0.06,5.53,,94.47,,,,,,,,,,
K15-9-5b,56.38029,160.92616,Pumice lapilli,77.18,0.17,13.12,,0.92,0.04,0.25,1.33,4.35,2.49,0.04,0.06,0.02,,0.06,6.55,,93.45,,,,,,,,,,
K15-9-5b,56.38029,160.92616,Pumice lapilli,75.7,0.16,14.15,,0.99,0.02,0.19,1.94,4.36,2.4,0.04,0,0.01,,0.06,5.93,,94.07,,,,,,,,,,
K15-9-5b,56.38029,160.92616,Pumice lapilli,78.42,0.16,12.36,,0.91,0.1,0.17,1.02,4.01,2.73,0.01,0,0.04,,0.07,5.34,,94.66,,,,,,,,,,
7634,56.33414,160.845024,Rock fragment,69.62,0.72,15.68,,2.3,0.04,0.7,1.93,5.35,3.44,0.09,0,0.03,,0.13,1.91,,98.09,,,,,,,,,,
7634,56.33414,160.845024,Rock fragment,69.51,0.67,15.25,,2.54,0.1,0.54,2.03,5.56,3.45,0.12,0.04,0.06,,0.19,0.25,,99.75,,,,,,,,,,
7634,56.33414,160.845024,Rock fragment,69.78,0.65,15.44,,2.16,0.08,0.65,2.02,5.46,3.45,0.08,0.1,0.03,,0.17,1.23,,98.77,,,,,,,,,,
7634,56.33414,160.845024,Rock fragment,69.58,0.64,15.49,,2.44,0.08,0.74,2,5.26,3.48,0.09,0.09,0.01,,0.17,0.95,,99.05,,,,,,,,,,
7634,56.33414,160.845024,Rock fragment,69.63,0.62,15.6,,2.37,0.08,0.7,1.96,5.32,3.38,0.14,0.04,0.06,,0.14,0,,100,,,,,,,,,,
7634,56.33414,160.845024,Rock fragment,69.72,0.64,15.41,,2.31,0.09,0.78,2.03,5.24,3.43,0.15,0.07,0.02,,0.18,0.45,,99.55,,,,,,,,,,
7634,56.33414,160.845024,Rock fragment,69.09,0.63,15.66,,2.46,0.06,0.72,2.05,5.61,3.43,0.13,0.03,0.01,,0.16,0.31,,99.69,,,,,,,,,,
7634,56.33414,160.845024,Rock fragment,69.23,0.62,15.86,,2.4,0.06,0.75,1.99,5.34,3.42,0.12,0.07,0.05,,0.16,0.52,,99.48,,,,,,,,,,
