Sample,Latitude,Longtitude,Type of sample,   SiO2  ,   TiO2  ,   Al2O3 ,Fe2O3,   FeO   ,   MnO   ,   MgO   ,   CaO   ,   Na2O  ,   K2O   ,   P2O5  ,   F     ,   SO3,S,   Cl    ,LOI,CO2,Original total,Ba,Co,Cr,Cs,Li,Ni,Rb,Sr,V,Zr
1054-85,54.006635,159.509657,Welded tuff,70.81,0.59,13.92,,2.87,0.12,1.12,3.05,4.77,2.56,0.04,0.07,0.01,,0.14,2.44,,97.56,,,,,,,,,,
1054-85,54.006635,159.509657,Welded tuff,72.27,0.55,13.88,,2.71,0.2,0.63,2.2,4.7,2.64,0.11,0,0.01,,0.12,2.62,,97.38,,,,,,,,,,
1054-85,54.006635,159.509657,Welded tuff,72.44,0.64,13.92,,2.43,0.08,0.62,2.25,4.53,2.83,0.1,0.07,0.02,,0.13,2.39,,97.61,,,,,,,,,,
1054-85,54.006635,159.509657,Welded tuff,73.88,0.58,14.52,,0.95,0.05,0.2,1.74,4.87,2.93,0.11,0.04,0.02,,0.17,8.68,,91.32,,,,,,,,,,
1054-85,54.006635,159.509657,Welded tuff,73.16,0.56,14.05,,2.17,0.06,0.42,1.89,4.66,2.81,0.07,0.07,0.02,,0.11,3.2,,96.8,,,,,,,,,,
1054-85,54.006635,159.509657,Welded tuff,71.81,0.39,14.11,,2.81,0.13,0.86,2.38,4.59,2.69,0.08,0.05,0.01,,0.13,3.42,,96.58,,,,,,,,,,
1054-85,54.006635,159.509657,Welded tuff,72.47,0.45,14.01,,2.5,0.04,0.65,2.3,4.66,2.69,0.12,0,0.02,,0.12,2.05,,97.95,,,,,,,,,,
1054-85,54.006635,159.509657,Welded tuff,70.8,0.65,14.03,,3.02,0.13,1.08,3.07,4.48,2.61,0.03,0.04,0,,0.11,1.99,,98.01,,,,,,,,,,
1054-85,54.006635,159.509657,Welded tuff,74.4,0.41,14.32,,0.87,0,0.43,1.72,4.85,2.83,0.1,0,0,,0.11,3.43,,96.57,,,,,,,,,,
1054-85,54.006635,159.509657,Welded tuff,73.23,0.57,14.17,,2.14,0.07,0.34,1.77,4.72,2.78,0.08,0.04,0.03,,0.1,4.45,,95.55,,,,,,,,,,
1054-85,54.006635,159.509657,Welded tuff,72.95,0.55,13.93,,2.15,0.11,0.51,2.05,4.71,2.74,0.12,0.08,0.03,,0.13,3.84,,96.16,,,,,,,,,,
1054-85,54.006635,159.509657,Welded tuff,72.95,0.45,14.02,,2.61,0.03,0.41,1.97,4.58,2.72,0.09,0.06,0.04,,0.14,2.24,,97.76,,,,,,,,,,
1030-85,54.006635,159.509657,Welded tuff,72.53,0.4,14.04,,2.61,0.02,0.5,2.13,4.8,2.73,0.13,0.03,0.01,,0.11,1.94,,98.06,,,,,,,,,,
1030-85,54.006635,159.509657,Welded tuff,73.18,0.46,13.75,,2.46,0.1,0.35,1.95,4.73,2.76,0.11,0.03,0.05,,0.13,2.45,,97.55,,,,,,,,,,
1030-85,54.006635,159.509657,Welded tuff,72.16,0.42,13.97,,2.6,0.13,0.7,2.39,4.71,2.67,0.12,0.07,0,,0.12,1.87,,98.13,,,,,,,,,,
1030-85,54.006635,159.509657,Welded tuff,72.75,0.54,13.92,,2.68,0.06,0.4,1.97,4.77,2.71,0.04,0.05,0.02,,0.13,1.98,,98.02,,,,,,,,,,
1030-85,54.006635,159.509657,Welded tuff,73.43,0.69,14.15,,2.2,0.05,0.12,1.53,4.89,2.76,0.04,0.03,0.02,,0.14,4.58,,95.42,,,,,,,,,,
1030-85,54.006635,159.509657,Welded tuff,72.56,0.49,14.1,,2.59,0.07,0.54,2.02,4.68,2.71,0.09,0.1,0.02,,0.1,1.92,,98.08,,,,,,,,,,
1030-85,54.006635,159.509657,Welded tuff,72.9,0.44,13.88,,2.46,0.08,0.41,1.86,5,2.73,0.09,0.01,0.03,,0.13,2.81,,97.19,,,,,,,,,,
1030-85,54.006635,159.509657,Welded tuff,72.5,0.35,13.99,,2.91,0.13,0.41,1.91,4.87,2.74,0.05,0.04,0.03,,0.12,1.04,,98.96,,,,,,,,,,
1030-85,54.006635,159.509657,Welded tuff,72.43,0.55,14.02,,2.74,0.04,0.48,2.03,4.75,2.72,0.06,0.08,0.04,,0.13,2.89,,97.11,,,,,,,,,,
